instrument,datetime,buy/sell,status,size,order ref
NZD_USD, 2017-01-19 22:00:00, Sell, Submitted, -88759.2067072801, 1
NZD_USD, 2017-01-19 22:00:00, Buy, Submitted, 88759.2067072801, 2
NZD_USD, 2017-01-19 22:00:00, Buy, Submitted, 88759.2067072801, 3
NZD_USD, 2017-01-19 22:00:00, Sell, Accepted, -88759.2067072801, 1
NZD_USD, 2017-01-19 22:00:00, Buy, Accepted, 88759.2067072801, 2
NZD_USD, 2017-01-19 22:00:00, Buy, Accepted, 88759.2067072801, 3
NZD_USD, 2017-01-19 22:00:00, Sell, Completed, -88759.2067072801, 1
NZD_USD, 2017-01-25 18:00:00, Buy, Completed, 88759.2067072801, 2
NZD_USD, 2017-01-25 18:00:00, Buy, Canceled, 88759.2067072801, 3
NZD_USD, 2017-01-27 10:00:00, Sell, Submitted, -174172.3364494508, 4
NZD_USD, 2017-01-27 10:00:00, Buy, Submitted, 174172.3364494508, 5
NZD_USD, 2017-01-27 10:00:00, Buy, Submitted, 174172.3364494508, 6
NZD_USD, 2017-01-27 10:00:00, Sell, Accepted, -174172.3364494508, 4
NZD_USD, 2017-01-27 10:00:00, Buy, Accepted, 174172.3364494508, 5
NZD_USD, 2017-01-27 10:00:00, Buy, Accepted, 174172.3364494508, 6
NZD_USD, 2017-01-27 10:00:00, Sell, Completed, -174172.3364494508, 4
NZD_USD, 2017-01-31 10:00:00, Buy, Completed, 174172.3364494508, 5
NZD_USD, 2017-01-31 10:00:00, Buy, Canceled, 174172.3364494508, 6
NZD_USD, 2017-02-01 06:00:00, Sell, Submitted, -148309.4505345228, 7
NZD_USD, 2017-02-01 06:00:00, Buy, Submitted, 148309.4505345228, 8
NZD_USD, 2017-02-01 06:00:00, Buy, Submitted, 148309.4505345228, 9
NZD_USD, 2017-02-01 06:00:00, Sell, Accepted, -148309.4505345228, 7
NZD_USD, 2017-02-01 06:00:00, Buy, Accepted, 148309.4505345228, 8
NZD_USD, 2017-02-01 06:00:00, Buy, Accepted, 148309.4505345228, 9
NZD_USD, 2017-02-01 06:00:00, Sell, Completed, -148309.4505345228, 7
NZD_USD, 2017-02-07 02:00:00, Buy, Completed, 148309.4505345228, 8
NZD_USD, 2017-02-07 02:00:00, Buy, Canceled, 148309.4505345228, 9
NZD_USD, 2017-02-07 06:00:00, Sell, Submitted, -158523.05102999427, 10
NZD_USD, 2017-02-07 06:00:00, Buy, Submitted, 158523.05102999427, 11
NZD_USD, 2017-02-07 06:00:00, Buy, Submitted, 158523.05102999427, 12
NZD_USD, 2017-02-07 06:00:00, Sell, Accepted, -158523.05102999427, 10
NZD_USD, 2017-02-07 06:00:00, Buy, Accepted, 158523.05102999427, 11
NZD_USD, 2017-02-07 06:00:00, Buy, Accepted, 158523.05102999427, 12
NZD_USD, 2017-02-07 06:00:00, Sell, Completed, -158523.05102999427, 10
NZD_USD, 2017-02-07 10:00:00, Buy, Completed, 158523.05102999427, 12
NZD_USD, 2017-02-07 10:00:00, Buy, Canceled, 158523.05102999427, 11
NZD_USD, 2017-02-09 18:00:00, Buy, Submitted, 72212.578816018, 13
NZD_USD, 2017-02-09 18:00:00, Sell, Submitted, -72212.578816018, 14
NZD_USD, 2017-02-09 18:00:00, Sell, Submitted, -72212.578816018, 15
NZD_USD, 2017-02-09 18:00:00, Buy, Accepted, 72212.578816018, 13
NZD_USD, 2017-02-09 18:00:00, Sell, Accepted, -72212.578816018, 14
NZD_USD, 2017-02-09 18:00:00, Sell, Accepted, -72212.578816018, 15
NZD_USD, 2017-02-09 18:00:00, Buy, Completed, 72212.578816018, 13
NZD_USD, 2017-03-02 22:00:00, Sell, Completed, -72212.578816018, 14
NZD_USD, 2017-03-02 22:00:00, Sell, Canceled, -72212.578816018, 15
NZD_USD, 2017-03-03 02:00:00, Buy, Submitted, 63455.04334140573, 16
NZD_USD, 2017-03-03 02:00:00, Sell, Submitted, -63455.04334140573, 17
NZD_USD, 2017-03-03 02:00:00, Sell, Submitted, -63455.04334140573, 18
NZD_USD, 2017-03-03 02:00:00, Buy, Accepted, 63455.04334140573, 16
NZD_USD, 2017-03-03 02:00:00, Sell, Accepted, -63455.04334140573, 17
NZD_USD, 2017-03-03 02:00:00, Sell, Accepted, -63455.04334140573, 18
NZD_USD, 2017-03-03 02:00:00, Buy, Completed, 63455.04334140573, 16
NZD_USD, 2017-03-09 02:00:00, Sell, Completed, -63455.04334140573, 17
NZD_USD, 2017-03-09 02:00:00, Sell, Canceled, -63455.04334140573, 18
NZD_USD, 2017-03-13 01:00:00, Buy, Submitted, 129148.48573811438, 19
NZD_USD, 2017-03-13 01:00:00, Sell, Submitted, -129148.48573811438, 20
NZD_USD, 2017-03-13 01:00:00, Sell, Submitted, -129148.48573811438, 21
NZD_USD, 2017-03-13 01:00:00, Buy, Accepted, 129148.48573811438, 19
NZD_USD, 2017-03-13 01:00:00, Sell, Accepted, -129148.48573811438, 20
NZD_USD, 2017-03-13 01:00:00, Sell, Accepted, -129148.48573811438, 21
NZD_USD, 2017-03-13 01:00:00, Buy, Completed, 129148.48573811438, 19
NZD_USD, 2017-03-15 17:00:00, Sell, Completed, -129148.48573811438, 21
NZD_USD, 2017-03-15 17:00:00, Sell, Canceled, -129148.48573811438, 20
NZD_USD, 2017-03-24 13:00:00, Sell, Submitted, -244545.99878625263, 22
NZD_USD, 2017-03-24 13:00:00, Buy, Submitted, 244545.99878625263, 23
NZD_USD, 2017-03-24 13:00:00, Buy, Submitted, 244545.99878625263, 24
NZD_USD, 2017-03-24 13:00:00, Sell, Accepted, -244545.99878625263, 22
NZD_USD, 2017-03-24 13:00:00, Buy, Accepted, 244545.99878625263, 23
NZD_USD, 2017-03-24 13:00:00, Buy, Accepted, 244545.99878625263, 24
NZD_USD, 2017-03-24 13:00:00, Sell, Completed, -244545.99878625263, 22
NZD_USD, 2017-03-27 05:00:00, Buy, Completed, 244545.99878625263, 23
NZD_USD, 2017-03-27 05:00:00, Buy, Canceled, 244545.99878625263, 24
NZD_USD, 2017-03-27 09:00:00, Sell, Submitted, -246647.68697352736, 25
NZD_USD, 2017-03-27 09:00:00, Buy, Submitted, 246647.68697352736, 26
NZD_USD, 2017-03-27 09:00:00, Buy, Submitted, 246647.68697352736, 27
NZD_USD, 2017-03-27 09:00:00, Sell, Accepted, -246647.68697352736, 25
NZD_USD, 2017-03-27 09:00:00, Buy, Accepted, 246647.68697352736, 26
NZD_USD, 2017-03-27 09:00:00, Buy, Accepted, 246647.68697352736, 27
NZD_USD, 2017-03-27 09:00:00, Sell, Completed, -246647.68697352736, 25
NZD_USD, 2017-03-28 05:00:00, Buy, Completed, 246647.68697352736, 27
NZD_USD, 2017-03-28 05:00:00, Buy, Canceled, 246647.68697352736, 26
NZD_USD, 2017-04-04 21:00:00, Buy, Submitted, 229165.80819746992, 28
NZD_USD, 2017-04-04 21:00:00, Sell, Submitted, -229165.80819746992, 29
NZD_USD, 2017-04-04 21:00:00, Sell, Submitted, -229165.80819746992, 30
NZD_USD, 2017-04-04 21:00:00, Buy, Accepted, 229165.80819746992, 28
NZD_USD, 2017-04-04 21:00:00, Sell, Accepted, -229165.80819746992, 29
NZD_USD, 2017-04-04 21:00:00, Sell, Accepted, -229165.80819746992, 30
NZD_USD, 2017-04-04 21:00:00, Buy, Completed, 229165.80819746992, 28
NZD_USD, 2017-04-07 17:00:00, Sell, Completed, -229165.80819746992, 29
NZD_USD, 2017-04-07 17:00:00, Sell, Canceled, -229165.80819746992, 30
